fold,test_season,power_carry,competition,draw_at_even,draw_shape,matches,brier_1x2,log_loss_1x2,distance_from_reference
1,2020/21,0.25,ALL,0.36,1.5,1456,0.5851578809502841,0.9846835779420994,0.08999999999999996
1,2020/21,0.25,ALL,0.22,1.5,1456,0.5839496442491269,0.98526788640833,0.07000000000000002
1,2020/21,0.25,ALL,0.24,2.0,1456,0.5833964712297687,0.9858949795166976,0.06000000000000004
1,2020/21,0.25,ALL,0.2,1.0,1456,0.5851425135997468,0.9865846227032447,0.08000000000000002
1,2020/21,0.25,ALL,0.36,1.25,1456,0.5862580901932652,0.9866813385428683,0.08499999999999996
1,2020/21,0.25,ALL,0.38,2.0,1456,0.5869314252880616,0.9878736453236849,0.11999999999999998
1,2020/21,0.25,ALL,0.2,1.25,1456,0.5860646484775404,0.9894663892798293,0.08500000000000002
1,2020/21,0.25,ALL,0.36,1.0,1456,0.5879459340886964,0.9899912302555438,0.07999999999999996
1,2020/21,0.25,ALL,0.38,1.5,1456,0.5886224994888166,0.990379888291269,0.10999999999999997
1,2020/21,0.25,ALL,0.22,2.0,1456,0.5859157502719142,0.9921157796244743,0.08000000000000003
1,2020/21,0.25,ALL,0.2,1.5,1456,0.5870690523016144,0.9928048815295685,0.09000000000000001
1,2020/21,0.25,ALL,0.38,1.25,1456,0.5901675438730742,0.9932535455683563,0.10499999999999998
1,2020/21,0.25,ALL,0.18,1.0,1456,0.5888865899211876,0.9956953859228408,0.10000000000000003
1,2020/21,0.25,ALL,0.38,1.0,1456,0.5923908655323747,0.9976301608595384,0.09999999999999998
1,2020/21,0.25,ALL,0.18,1.25,1456,0.589925741728418,0.9991635796829025,0.10500000000000004
1,2020/21,0.25,ALL,0.2,2.0,1456,0.5891910974338209,1.000590838623126,0.10000000000000002
1,2020/21,0.25,ALL,0.18,1.5,1456,0.5910114636779793,1.003025508797477,0.11000000000000003
1,2020/21,0.25,ALL,0.18,2.0,1456,0.5932225127154889,1.0117119138533732,0.12000000000000004
1,2020/21,0.25,UCL,0.3,1.5,426,0.5748721006713038,0.9692592568738918,0.029999999999999964
1,2020/21,0.25,UCL,0.3,1.25,426,0.5749779564523546,0.9692642298645725,0.024999999999999963
1,2020/21,0.25,UCL,0.32,1.5,426,0.574611365039575,0.9693676961962561,0.04999999999999998
1,2020/21,0.25,UCL,0.28,1.25,426,0.5756971525982005,0.9699121363274513,0.005
1,2020/21,0.25,UCL,0.28,1.0,426,0.5758491078616207,0.9700577599377201,0.0
1,2020/21,0.25,UCL,0.32,1.25,426,0.5750765454034364,0.9701959696692826,0.04499999999999998
1,2020/21,0.25,UCL,0.3,1.0,426,0.575526023587474,0.9703082735842258,0.019999999999999962
1,2020/21,0.25,UCL,0.32,2.0,426,0.5747348518818174,0.9704627137796369,0.059999999999999984
1,2020/21,0.25,UCL,0.34,2.0,426,0.5746469697415565,0.9705775344343065,0.08
1,2020/21,0.25,UCL,0.28,1.5,426,0.5759065879586178,0.9706821715301553,0.01
1,2020/21,0.25,UCL,0.34,1.5,426,0.5751243810634316,0.9709066073638224,0.06999999999999999
1,2020/21,0.25,UCL,0.26,1.0,426,0.577041344955937,0.9715717046371782,0.020000000000000018
1,2020/21,0.25,UCL,0.3,2.0,426,0.5755248837845155,0.9717032619859048,0.039999999999999966
1,2020/21,0.25,UCL,0.36,2.0,426,0.5752612373637329,0.9719646068399563,0.09999999999999996
1,2020/21,0.25,UCL,0.32,1.0,426,0.5760720921334966,0.972203312566096,0.03999999999999998
1,2020/21,0.25,UCL,0.26,1.25,426,0.5772341338409742,0.9722678172333407,0.02500000000000002
1,2020/21,0.25,UCL,0.34,1.25,426,0.5759929194514462,0.972612753626946,0.065
1,2020/21,0.25,UCL,0.26,1.5,426,0.5777148269015171,0.9737698554200381,0.03000000000000002
1,2020/21,0.25,UCL,0.36,1.5,426,0.5764111487428734,0.9738014414662743,0.08999999999999996
1,2020/21,0.25,UCL,0.28,2.0,426,0.5770170654496509,0.9744074184227487,0.02
1,2020/21,0.25,UCL,0.38,2.0,426,0.5765776547483468,0.9745614046755506,0.11999999999999998
1,2020/21,0.25,UCL,0.24,1.0,426,0.5791027348704224,0.9750137908053335,0.040000000000000036
1,2020/21,0.25,UCL,0.34,1.0,426,0.5774873134996887,0.9756583135601126,0.06
1,2020/21,0.25,UCL,0.36,1.25,426,0.5777270785963835,0.9764475580555178,0.08499999999999996
1,2020/21,0.25,UCL,0.24,1.25,426,0.5795889001806759,0.9765017221813866,0.04500000000000003
1,2020/21,0.25,UCL,0.38,1.5,426,0.5784716680779003,0.977999719835317,0.10999999999999997
1,2020/21,0.25,UCL,0.24,1.5,426,0.5802968175000016,0.9786972451182595,0.05000000000000004
1,2020/21,0.25,UCL,0.26,2.0,426,0.5792113968772238,0.9787149561199693,0.04000000000000002
1,2020/21,0.25,UCL,0.22,1.0,426,0.5820332776050775,0.9806041657109216,0.060000000000000026
1,2020/21,0.25,UCL,0.36,1.0,426,0.5797716876860504,0.9806187075682815,0.07999999999999996
1,2020/21,0.25,UCL,0.38,1.25,426,0.580279022838249,0.9816570091640817,0.10499999999999998
1,2020/21,0.25,UCL,0.22,1.25,426,0.5827614516173053,0.9828396425314312,0.06500000000000003
1,2020/21,0.25,UCL,0.24,2.0,426,0.5821078780672337,0.9848063381892469,0.06000000000000004
1,2020/21,0.25,UCL,0.22,1.5,426,0.5836525597540713,0.9856939680512661,0.07000000000000002
1,2020/21,0.25,UCL,0.38,1.0,426,0.5829252146925812,0.987056796807179,0.09999999999999998
1,2020/21,0.25,UCL,0.2,1.0,426,0.585832973159902,0.9886387883352061,0.08000000000000002
1,2020/21,0.25,UCL,0.2,1.25,426,0.5867517881508625,0.9915822887165487,0.08500000000000002
1,2020/21,0.25,UCL,0.22,2.0,426,0.5857065090196811,0.9929160223516647,0.08000000000000003
1,2020/21,0.25,UCL,0.2,1.5,426,0.5877820536637263,0.9950640365219555,0.09000000000000001
1,2020/21,0.25,UCL,0.18,1.0,426,0.5905018215348958,0.9995194741808059,0.10000000000000003
1,2020/21,0.25,UCL,0.18,1.25,426,0.5915599097813475,1.0031355098586467,0.10500000000000004
1,2020/21,0.25,UCL,0.2,2.0,426,0.5900072897345658,1.0033522641880717,0.10000000000000002
1,2020/21,0.25,UCL,0.18,1.5,426,0.5926852992289666,1.007216159556159,0.11000000000000003
1,2020/21,0.25,UCL,0.18,2.0,426,0.5950102202118878,1.0165275180381796,0.12000000000000004
1,2020/21,0.25,UEL,0.26,1.0,1030,0.5803325809209943,0.9753677525679657,0.020000000000000018
1,2020/21,0.25,UEL,0.28,1.0,1030,0.5806779360588046,0.9758871260593377,0.0
1,2020/21,0.25,UEL,0.28,1.25,1030,0.58072539051359,0.9762163971474678,0.005
1,2020/21,0.25,UEL,0.26,1.25,1030,0.5806657696452392,0.9763849901297996,0.02500000000000002
1,2020/21,0.25,UEL,0.24,1.0,1030,0.5809139640133334,0.9766873651776823,0.040000000000000036
1,2020/21,0.25,UEL,0.28,1.5,1030,0.5810278235150348,0.9772718661357539,0.01
1,2020/21,0.25,UEL,0.3,1.25,1030,0.5816672690161867,0.9776884281705354,0.024999999999999963
1,2020/21,0.25,UEL,0.26,1.5,1030,0.5811993476082871,0.978039811295257,0.03000000000000002
1,2020/21,0.25,UEL,0.3,1.0,1030,0.5819500294267641,0.9780928927600082,0.019999999999999962
1,2020/21,0.25,UEL,0.3,1.5,1030,0.5816996728531285,0.9781102297529265,0.029999999999999964
1,2020/21,0.25,UEL,0.24,1.25,1030,0.5814884064111341,0.9783522012630961,0.04500000000000003
1,2020/21,0.25,UEL,0.22,1.0,1030,0.5824220853358215,0.9800511537042056,0.060000000000000026
1,2020/21,0.25,UEL,0.32,1.5,1030,0.5832148956225681,0.980432348664704,0.04999999999999998
1,2020/21,0.25,UEL,0.24,1.5,1030,0.5822142451328852,0.9805755214179336,0.05000000000000004
1,2020/21,0.25,UEL,0.32,1.25,1030,0.583491405153029,0.9806825917905012,0.04499999999999998
1,2020/21,0.25,UEL,0.3,2.0,1030,0.5823810309286224,0.9808434954663697,0.039999999999999966
1,2020/21,0.25,UEL,0.28,2.0,1030,0.5821187934032821,0.9810657309124866,0.02
1,2020/21,0.25,UEL,0.32,1.0,1030,0.5841488610248728,0.9818731092250296,0.03999999999999998
1,2020/21,0.25,UEL,0.32,2.0,1030,0.5834216367875293,0.9820501094693179,0.059999999999999984
1,2020/21,0.25,UEL,0.22,1.25,1030,0.5831933008112749,0.9823277243972346,0.06500000000000003
1,2020/21,0.25,UEL,0.26,2.0,1030,0.5826349242115089,0.9828443711144195,0.04000000000000002
1,2020/21,0.25,UEL,0.34,1.5,1030,0.5855734918233537,0.9841461705450405,0.06999999999999999
1,2020/21,0.25,UEL,0.34,2.0,1030,0.5852406109800036,0.9845877499419032,0.08
1,2020/21,0.25,UEL,0.22,1.5,1030,0.5840725160888295,0.9850916623501835,0.07000000000000002
1,2020/21,0.25,UEL,0.34,1.25,1030,0.5861977989241173,0.9851116394151037,0.065
1,2020/21,0.25,UEL,0.2,1.0,1030,0.5848569448884593,0.9857350357525501,0.08000000000000002
1,2020/21,0.25,UEL,0.24,2.0,1030,0.5839294233533023,0.9863452331142645,0.06000000000000004
1,2020/21,0.25,UEL,0.34,1.0,1030,0.587274430853131,0.987148562711462,0.06
1,2020/21,0.25,UEL,0.36,2.0,1030,0.5878379535060446,0.9883823666341418,0.09999999999999996
1,2020/21,0.25,UEL,0.2,1.25,1030,0.5857804528456615,0.9885912697069726,0.08500000000000002
1,2020/21,0.25,UEL,0.36,1.5,1030,0.5887754614554851,0.9891843450670522,0.08999999999999996
1,2020/21,0.25,UEL,0.36,1.25,1030,0.5897864503294512,0.9909139506667628,0.08499999999999996
1,2020/21,0.25,UEL,0.22,2.0,1030,0.5860022908286631,0.9917848054479859,0.08000000000000003
1,2020/21,0.25,UEL,0.2,1.5,1030,0.5867741604761194,0.9918705125715521,0.09000000000000001
1,2020/21,0.25,UEL,0.38,2.0,1030,0.5912136643656525,0.9933794846597094,0.11999999999999998
1,2020/21,0.25,UEL,0.36,1.0,1030,0.5913267389115384,0.993867632842703,0.07999999999999996
1,2020/21,0.25,UEL,0.18,1.0,1030,0.5882185426712462,0.994113772721003,0.10000000000000003
1,2020/21,0.25,UEL,0.38,1.5,1030,0.5928208045189626,0.9955002298080027,0.10999999999999997
1,2020/21,0.25,UEL,0.18,1.25,1030,0.5892498625142939,0.9975208202121579,0.10500000000000004
1,2020/21,0.25,UEL,0.38,1.25,1030,0.5942573593690311,0.9980497829549787,0.10499999999999998
1,2020/21,0.25,UEL,0.2,2.0,1030,0.5888535266375905,0.9994487344574297,0.10000000000000002
1,2020/21,0.25,UEL,0.18,1.5,1030,0.5903191782947556,1.00129228819243,0.11000000000000003
1,2020/21,0.25,UEL,0.38,1.0,1030,0.5963057852000951,1.0020032221083783,0.09999999999999998
1,2020/21,0.25,UEL,0.18,2.0,1030,0.5924831307800849,1.0097202173652884,0.12000000000000004
1,2020/21,0.5,ALL,0.28,1.0,1456,0.5788673461643918,0.973515693921974,0.0
1,2020/21,0.5,ALL,0.26,1.0,1456,0.5789852792086202,0.9736157271966444,0.020000000000000018
1,2020/21,0.5,ALL,0.28,1.25,1456,0.5788721355353046,0.9737377494508832,0.005
1,2020/21,0.5,ALL,0.3,1.25,1456,0.5793125771412732,0.9745621410874343,0.024999999999999963
1,2020/21,0.5,ALL,0.26,1.25,1456,0.5792930672335137,0.9745729330868452,0.02500000000000002
