competition,matches,active_brier_1x2,climatology_brier_1x2,brier_skill_difference,active_log_loss_1x2,climatology_log_loss_1x2,log_loss_skill_difference
ALL,4884,0.5753369751000866,0.6287388368230741,-0.05340186172298744,0.9700148774103575,1.0421005826676448,-0.0720857052572873
UCL,1384,0.557582577709277,0.6279136388148606,-0.07033106110558363,0.9440446123447988,1.039620734556457,-0.09557612221165823
UECL,2073,0.5830279635056479,0.6293349646198348,-0.04630700111418695,0.9810644548879995,1.0436716412827252,-0.06260718639472562
UEL,1427,0.5813836934071305,0.6286731753799641,-0.04728948197283367,0.9791508779286349,1.0422234314951306,-0.06307255356649577
