power_carry,competition,draw_at_even,draw_shape,matches,brier_1x2,log_loss_1x2,distance_from_reference
0.0,UCL,0.38,1.0,1810,0.5801517475938441,0.9832103986963823,0.09999999999999998
0.0,UECL,0.24,1.0,2073,0.5825399965783413,0.9801929445602462,0.040000000000000036
0.0,UECL,0.26,1.25,2073,0.582471909705371,0.9802084527263798,0.02500000000000002
0.0,UECL,0.24,1.25,2073,0.5825761042038209,0.9802995651663049,0.04500000000000003
0.0,UECL,0.26,1.5,2073,0.582453444330709,0.9803495829016353,0.03000000000000002
0.0,UECL,0.26,1.0,2073,0.5827060250602227,0.9807992944086747,0.020000000000000018
0.0,UECL,0.24,1.5,2073,0.5827794709593259,0.9810435722739321,0.05000000000000004
0.0,UECL,0.28,1.5,2073,0.5829874711619459,0.9813616907946131,0.01
0.0,UECL,0.22,1.0,2073,0.5833127925269156,0.981561304177319,0.060000000000000026
0.0,UECL,0.28,1.25,2073,0.583264503952897,0.9818578647924232,0.005
0.0,UECL,0.28,2.0,2073,0.5829668751938706,0.9822466546639639,0.02
0.0,UECL,0.26,2.0,2073,0.5828338402115955,0.9822936636610987,0.04000000000000002
0.0,UECL,0.22,1.25,2073,0.5835770874482462,0.9823240237524775,0.06500000000000003
0.0,UECL,0.28,1.0,2073,0.5838108779725603,0.9831929704681638,0.0
0.0,UECL,0.22,1.5,2073,0.5839655510477965,0.9836398678199217,0.07000000000000002
0.0,UECL,0.3,2.0,2073,0.5838984989116327,0.9837037103645372,0.039999999999999966
0.0,UECL,0.3,1.5,2073,0.5843815514530366,0.9839319566016326,0.029999999999999964
0.0,UECL,0.24,2.0,2073,0.5834993939648071,0.9839974469782813,0.06000000000000004
0.0,UECL,0.3,1.25,2073,0.5849538869463985,0.985103813333557,0.024999999999999963
0.0,UECL,0.2,1.0,2073,0.5850244129059456,0.9851585721728165,0.08000000000000002
0.0,UECL,0.2,1.25,2073,0.5854748594386474,0.9865405834178613,0.08500000000000002
0.0,UECL,0.32,2.0,2073,0.5856287113648815,0.986548206641309,0.059999999999999984
0.0,UECL,0.3,1.0,2073,0.5858545553153535,0.9872365425643556,0.019999999999999962
0.0,UECL,0.22,2.0,2073,0.5849635364535055,0.9875583947251356,0.08000000000000003
0.0,UECL,0.32,1.5,2073,0.5866356852039809,0.987949227824195,0.04999999999999998
0.0,UECL,0.2,1.5,2073,0.5860116845961207,0.9884001475248283,0.09000000000000001
0.0,UECL,0.32,1.25,2073,0.5875400586858757,0.9898397884918929,0.04499999999999998
0.0,UECL,0.34,2.0,2073,0.5881575125536171,0.9906916492758949,0.08
0.0,UECL,0.18,1.0,2073,0.5876748577154318,0.991332004506248,0.10000000000000003
0.0,UECL,0.32,1.0,2073,0.5888370570886026,0.9928314991093656,0.03999999999999998
0.0,UECL,0.2,2.0,2073,0.5872262676776909,0.9932418680870302,0.10000000000000002
0.0,UECL,0.18,1.25,2073,0.5882694201750243,0.9933003519038665,0.10500000000000004
0.0,UECL,0.34,1.5,2073,0.589749872414779,0.9933313227932039,0.06999999999999999
0.0,UECL,0.18,1.5,2073,0.5889178716042989,0.9956780570736534,0.11000000000000003
0.0,UECL,0.34,1.25,2073,0.5910230191713286,0.9959891065807019,0.065
0.0,UECL,0.36,2.0,2073,0.5914849024778397,0.996068131295584,0.09999999999999996
0.0,UECL,0.34,1.0,2073,0.5927583832923075,0.999911037890576,0.06
0.0,UECL,0.36,1.5,2073,0.5937241130854309,1.0000196630535834,0.08999999999999996
0.0,UECL,0.18,2.0,2073,0.590287587637363,1.001404772374992,0.12000000000000004
