season,competition,team_id,matches,raw_score_rate,home_edge_training_matches,leave_team_out_home_edge,venue_neutral_score_rate,mean_opponent_strength,schedule_adjusted_score_unshrunk,schedule_adjusted_score,target_reliability
2018/19,UCL,152,2,0.0,213,0.057939914163090134,0.0,0.4375,-0.0625,0.21875,0.5
2018/19,UCL,154,18,0.7222222222222222,197,0.06682027649769585,0.7222222222222222,0.5500000000000002,0.7722222222222223,0.745,0.9
2018/19,UCL,156,8,0.375,207,0.05947136563876652,0.375,0.5602678571428572,0.4352678571428571,0.4482142857142857,0.8
2018/19,UCL,160,6,0.4166666666666667,209,0.052401746724890834,0.4166666666666667,0.5,0.4166666666666667,0.4375,0.75
2018/19,UCL,164,2,0.0,213,0.057939914163090134,0.0,0.4166666666666667,-0.08333333333333331,0.20833333333333337,0.5
2018/19,UCL,168,4,0.375,211,0.05194805194805195,0.375,0.53125,0.40625,0.4375,0.6666666666666666
2018/19,UCL,173,4,0.75,211,0.06277056277056278,0.75,0.5,0.75,0.6666666666666666,0.6666666666666666
2018/19,UCL,174,10,0.55,205,0.057777777777777775,0.55,0.5658333333333333,0.6158333333333333,0.5965277777777778,0.8333333333333334
2018/19,UCL,175,10,0.65,205,0.05333333333333334,0.65,0.48583333333333334,0.6358333333333335,0.6131944444444446,0.8333333333333334
2018/19,UCL,179,2,0.25,213,0.06008583690987125,0.25,0.625,0.37499999999999994,0.4375,0.5
2018/19,UCL,183,6,0.4166666666666667,209,0.061135371179039305,0.4166666666666667,0.4916666666666667,0.40833333333333327,0.43124999999999997,0.75
2018/19,UCL,186,6,0.16666666666666666,209,0.05458515283842795,0.16666666666666666,0.41805555555555557,0.08472222222222218,0.18854166666666666,0.75
2018/19,UCL,187,2,0.25,213,0.055793991416309016,0.25,0.5625,0.3125,0.40625,0.5
2018/19,UCL,190,1,0.0,214,0.05982905982905982,-0.05982905982905982,0.38803418803418804,-0.1717948717948718,0.2760683760683761,0.3333333333333333
2018/19,UCL,193,6,0.6666666666666666,209,0.05458515283842795,0.6666666666666666,0.4305555555555556,0.5972222222222222,0.5729166666666666,0.75
2018/19,UCL,198,14,0.5357142857142857,201,0.05429864253393665,0.5357142857142856,0.5517857142857142,0.5875,0.5765625,0.875
2018/19,UCL,203,6,0.5,209,0.06331877729257643,0.5,0.5555555555555555,0.5555555555555556,0.5416666666666667,0.75
2018/19,UCL,206,2,0.25,213,0.06008583690987125,0.25,0.5,0.24999999999999994,0.375,0.5
2018/19,UCL,208,8,0.6875,207,0.048458149779735685,0.6875,0.4760416666666667,0.6635416666666667,0.6308333333333334,0.8
2018/19,UCL,209,12,0.7916666666666666,203,0.05381165919282511,0.7916666666666665,0.5590277777777777,0.8506944444444445,0.8005952380952381,0.8571428571428571
2018/19,UCL,211,8,0.625,207,0.06387665198237887,0.625,0.54375,0.66875,0.635,0.8
2018/19,UCL,213,6,0.5,209,0.05458515283842795,0.5000000000000001,0.4694444444444445,0.46944444444444455,0.4770833333333334,0.75
2018/19,UCL,218,6,0.75,209,0.061135371179039305,0.75,0.5790150412421154,0.8290150412421154,0.7467612809315866,0.75
2018/19,UCL,219,2,0.0,213,0.057939914163090134,0.0,0.5,-2.7755575615628914e-17,0.25,0.5
2018/19,UCL,223,8,0.375,207,0.05506607929515418,0.375,0.5104166666666666,0.38541666666666674,0.4083333333333334,0.8
2018/19,UCL,226,2,0.25,213,0.055793991416309016,0.25,0.5,0.25,0.375,0.5
2018/19,UCL,227,6,0.25,209,0.052401746724890834,0.24999999999999997,0.4138888888888889,0.1638888888888889,0.24791666666666667,0.75
2018/19,UCL,229,4,0.5,211,0.05411255411255412,0.5,0.5875,0.5875,0.5583333333333333,0.6666666666666666
2018/19,UCL,231,6,0.4166666666666667,209,0.061135371179039305,0.4166666666666667,0.5,0.4166666666666666,0.43749999999999994,0.75
2018/19,UCL,237,2,0.5,213,0.0536480686695279,0.5,0.4375,0.43750000000000006,0.46875,0.5
2018/19,UEL,1,2,0.5,516,0.10541044776119403,0.5,0.5,0.5,0.5,0.5
2018/19,UEL,2,4,0.25,514,0.10580524344569288,0.25,0.525,0.275,0.35000000000000003,0.6666666666666666
2018/19,UEL,3,2,0.25,516,0.10634328358208955,0.25,0.3333333333333333,0.08333333333333334,0.2916666666666667,0.5
2018/19,UEL,4,2,0.0,516,0.10727611940298508,0.0,0.5,0.0,0.25,0.5
2018/19,UEL,5,2,0.5,516,0.10541044776119403,0.5,0.5,0.5,0.5,0.5
2018/19,UEL,6,2,0.0,516,0.10727611940298508,0.0,0.3333333333333333,-0.16666666666666669,0.16666666666666663,0.5
2018/19,UEL,7,4,0.375,514,0.10674157303370786,0.37499999999999994,0.4375,0.3125,0.375,0.6666666666666666
2018/19,UEL,8,4,0.375,514,0.10861423220973783,0.375,0.41666666666666663,0.2916666666666667,0.36111111111111116,0.6666666666666666
2018/19,UEL,9,2,0.0,516,0.10727611940298508,0.0,0.4166666666666667,-0.08333333333333334,0.20833333333333331,0.5
2018/19,UEL,10,2,0.5,516,0.10541044776119403,0.5,0.4375,0.43750000000000006,0.46875,0.5
2018/19,UEL,11,6,0.5833333333333334,512,0.10526315789473684,0.5833333333333333,0.5888888888888889,0.6722222222222222,0.6291666666666667,0.75
2018/19,UEL,12,2,0.0,516,0.10727611940298508,0.0,0.375,-0.125,0.1875,0.5
2018/19,UEL,13,10,0.8,508,0.10511363636363637,0.8000000000000002,0.5452380952380953,0.8452380952380955,0.7876984126984129,0.8333333333333334
2018/19,UEL,14,4,0.75,514,0.10580524344569288,0.75,0.5357142857142857,0.7857142857142857,0.6904761904761905,0.6666666666666666
2018/19,UEL,15,12,0.4583333333333333,506,0.1026615969581749,0.4583333333333333,0.5657242063492064,0.5240575396825397,0.5206207482993197,0.8571428571428571
2018/19,UEL,16,2,0.0,516,0.10727611940298508,0.0,0.5,0.0,0.25,0.5
2018/19,UEL,17,2,0.5,516,0.10914179104477612,0.5,0.4375,0.4375,0.46875,0.5
2018/19,UEL,18,2,0.5,516,0.10541044776119403,0.5,0.5,0.5,0.5,0.5
2018/19,UEL,19,2,0.5,516,0.10541044776119403,0.5,0.3333333333333333,0.33333333333333337,0.4166666666666667,0.5
2018/19,UEL,20,8,0.25,510,0.10849056603773585,0.24999999999999997,0.48161764705882354,0.23161764705882354,0.2852941176470588,0.8
2018/19,UEL,21,8,0.5,510,0.10849056603773585,0.49999999999999994,0.5854779411764706,0.5854779411764706,0.5683823529411764,0.8
2018/19,UEL,22,6,0.6666666666666666,512,0.10808270676691728,0.6666666666666666,0.5277777777777778,0.6944444444444445,0.6458333333333334,0.75
2018/19,UEL,23,4,0.625,514,0.10486891385767791,0.6249999999999999,0.515625,0.640625,0.59375,0.6666666666666666
2018/19,UEL,24,4,0.625,514,0.10674157303370786,0.625,0.4375,0.5625,0.5416666666666666,0.6666666666666666
2018/19,UEL,25,4,0.625,514,0.10674157303370786,0.625,0.5952380952380952,0.7202380952380951,0.6468253968253967,0.6666666666666666
2018/19,UEL,26,6,0.25,512,0.10714285714285714,0.25,0.5083333333333333,0.25833333333333336,0.31875000000000003,0.75
2018/19,UEL,27,2,0.5,516,0.10541044776119403,0.5,0.75,0.75,0.625,0.5
2018/19,UEL,28,14,0.75,504,0.10877862595419847,0.7499999999999999,0.5584608843537414,0.8084608843537414,0.7699032738095237,0.875
2018/19,UEL,29,6,0.5833333333333334,512,0.10338345864661654,0.5833333333333334,0.5138888888888888,0.5972222222222222,0.5729166666666666,0.75
2018/19,UEL,30,4,0.625,514,0.10861423220973783,0.625,0.5625,0.6875,0.625,0.6666666666666666
2018/19,UEL,31,2,0.5,516,0.10727611940298508,0.5,0.5,0.49999999999999994,0.5,0.5
2018/19,UEL,32,4,0.5,514,0.10767790262172286,0.5,0.484375,0.484375,0.4895833333333333,0.6666666666666666
2018/19,UEL,33,4,0.5,514,0.10767790262172286,0.5,0.5,0.5,0.5,0.6666666666666666
2018/19,UEL,34,6,0.5,512,0.106203007518797,0.5,0.5104166666666666,0.5104166666666666,0.5078125,0.75
2018/19,UEL,35,2,0.5,516,0.10541044776119403,0.5,0.4166666666666667,0.4166666666666667,0.45833333333333337,0.5
2018/19,UEL,36,10,0.55,508,0.10795454545454546,0.55,0.5559523809523809,0.605952380952381,0.5882936507936508,0.8333333333333334
2018/19,UEL,37,4,0.5,514,0.10767790262172286,0.5,0.45833333333333337,0.45833333333333337,0.47222222222222227,0.6666666666666666
2018/19,UEL,38,10,0.7,508,0.10511363636363637,0.7000000000000001,0.5175,0.7175,0.68125,0.8333333333333334
2018/19,UEL,39,4,0.625,514,0.10674157303370786,0.625,0.6458333333333333,0.7708333333333334,0.6805555555555556,0.6666666666666666
2018/19,UEL,40,4,0.5,514,0.10767790262172286,0.5,0.53125,0.53125,0.5208333333333334,0.6666666666666666
2018/19,UEL,41,2,0.25,516,0.1082089552238806,0.25,0.5,0.25000000000000006,0.375,0.5
2018/19,UEL,42,12,0.5833333333333334,506,0.10931558935361216,0.5833333333333331,0.5680555555555555,0.6513888888888888,0.6297619047619046,0.8571428571428571
2018/19,UEL,43,6,0.5833333333333334,512,0.10338345864661654,0.5833333333333334,0.5,0.5833333333333334,0.5625,0.75
2018/19,UEL,44,2,0.5,516,0.10541044776119403,0.5,0.3333333333333333,0.33333333333333337,0.4166666666666667,0.5
2018/19,UEL,45,14,0.5357142857142857,504,0.10305343511450382,0.5357142857142856,0.5363095238095238,0.5720238095238096,0.5630208333333334,0.875
2018/19,UEL,46,6,0.3333333333333333,512,0.10808270676691728,0.3333333333333333,0.49722222222222223,0.33055555555555555,0.3729166666666667,0.75
2018/19,UEL,47,4,0.5,514,0.10767790262172286,0.5,0.6597222222222222,0.6597222222222222,0.6064814814814815,0.6666666666666666
2018/19,UEL,48,12,0.5416666666666666,506,0.10646387832699619,0.5416666666666666,0.6816254279489574,0.7232920946156239,0.691393223956249,0.8571428571428571
2018/19,UEL,49,2,0.5,516,0.10541044776119403,0.5,0.4375,0.43750000000000006,0.46875,0.5
2018/19,UEL,50,2,0.5,516,0.10541044776119403,0.5,0.6666666666666666,0.6666666666666666,0.5833333333333333,0.5
2018/19,UEL,51,4,0.5,514,0.10767790262172286,0.5,0.609375,0.609375,0.5729166666666666,0.6666666666666666
2018/19,UEL,52,14,0.6071428571428571,504,0.11259541984732825,0.6071428571428573,0.5605867346938775,0.6677295918367346,0.6467633928571428,0.875
2018/19,UEL,53,4,0.625,514,0.10861423220973783,0.625,0.5208333333333334,0.6458333333333335,0.5972222222222223,0.6666666666666666
2018/19,UEL,54,6,0.6666666666666666,512,0.10808270676691728,0.6666666666666666,0.5611111111111112,0.7277777777777777,0.6708333333333333,0.75
2018/19,UEL,55,15,0.7666666666666667,504,0.10687022900763359,0.7666666666666665,0.5659259259259259,0.8325925925925924,0.7934640522875815,0.8823529411764706
2018/19,UEL,56,6,0.5833333333333334,512,0.10526315789473684,0.5833333333333333,0.5238095238095237,0.6071428571428571,0.5803571428571428,0.75
2018/19,UEL,57,15,0.9,504,0.10877862595419847,0.8999999999999998,0.5887301587301587,0.9887301587301585,0.9312324929971987,0.8823529411764706
2018/19,UEL,62,2,0.5,516,0.10541044776119403,0.5,0.5625,0.5625,0.53125,0.5
2018/19,UEL,63,2,0.5,516,0.10541044776119403,0.5,0.3333333333333333,0.33333333333333337,0.4166666666666667,0.5
2018/19,UEL,64,2,0.0,516,0.10727611940298508,0.0,0.4166666666666667,-0.08333333333333334,0.20833333333333331,0.5
2018/19,UEL,65,2,0.0,516,0.10727611940298508,0.0,0.3333333333333333,-0.16666666666666669,0.16666666666666663,0.5
2018/19,UEL,66,6,0.4166666666666667,512,0.10902255639097744,0.4166666666666667,0.5,0.4166666666666667,0.4375,0.75
2018/19,UEL,67,4,0.5,514,0.10767790262172286,0.5,0.46875,0.46875,0.4791666666666667,0.6666666666666666
2018/19,UEL,68,2,0.0,516,0.10727611940298508,0.0,0.5,0.0,0.25,0.5
2018/19,UEL,69,2,0.0,516,0.10727611940298508,0.0,0.375,-0.125,0.1875,0.5
2018/19,UEL,70,2,0.25,516,0.1082089552238806,0.25,0.4166666666666667,0.16666666666666669,0.33333333333333337,0.5
2018/19,UEL,71,2,0.0,516,0.10727611940298508,0.0,0.5,0.0,0.25,0.5
2018/19,UEL,72,2,0.0,516,0.10727611940298508,0.0,0.3333333333333333,-0.16666666666666669,0.16666666666666663,0.5
2018/19,UEL,73,2,0.25,516,0.1082089552238806,0.25,0.5625,0.31250000000000006,0.40625,0.5
2018/19,UEL,75,12,0.6666666666666666,506,0.10741444866920151,0.6666666666666666,0.5719246031746031,0.7385912698412698,0.7045068027210883,0.8571428571428571
2018/19,UEL,77,6,0.08333333333333333,512,0.10902255639097744,0.08333333333333336,0.49583333333333335,0.07916666666666666,0.184375,0.75
2018/19,UEL,79,10,0.55,508,0.10606060606060606,0.5499999999999999,0.5687254901960784,0.6187254901960785,0.5989379084967321,0.8333333333333334
2018/19,UEL,80,4,0.5,514,0.10767790262172286,0.5,0.53125,0.53125,0.5208333333333334,0.6666666666666666
2018/19,UEL,81,2,0.25,516,0.1082089552238806,0.25,0.3333333333333333,0.08333333333333337,0.2916666666666667,0.5
2018/19,UEL,82,2,0.0,516,0.10727611940298508,0.0,0.5,0.0,0.25,0.5
2018/19,UEL,83,6,0.5,512,0.106203007518797,0.5,0.4861111111111111,0.4861111111111111,0.4895833333333333,0.75
2018/19,UEL,85,8,0.6875,510,0.10754716981132076,0.6875,0.5544642857142857,0.7419642857142857,0.6935714285714286,0.8
2018/19,UEL,88,14,0.7857142857142857,504,0.10782442748091604,0.7857142857142856,0.569765406162465,0.8554796918767507,0.8110447303921569,0.875
2018/19,UEL,89,12,0.5833333333333334,506,0.10551330798479087,0.5833333333333334,0.5208333333333334,0.6041666666666666,0.5892857142857142,0.8571428571428571
2018/19,UEL,91,2,0.25,516,0.10634328358208955,0.25,0.5,0.25,0.375,0.5
2018/19,UEL,92,2,0.25,516,0.10634328358208955,0.25,0.3333333333333333,0.08333333333333334,0.2916666666666667,0.5
2018/19,UEL,93,2,0.5,516,0.10727611940298508,0.5,0.4375,0.43749999999999994,0.46875,0.5
2018/19,UEL,95,2,0.25,516,0.10634328358208955,0.25,0.5625,0.3125,0.40625,0.5
2018/19,UEL,96,2,0.25,516,0.10634328358208955,0.25,0.5,0.25,0.375,0.5
2018/19,UEL,97,12,0.625,506,0.10456273764258554,0.6250000000000001,0.5455357142857142,0.6705357142857143,0.6461734693877551,0.8571428571428571
2018/19,UEL,98,6,0.16666666666666666,512,0.1099624060150376,0.16666666666666666,0.5355392156862745,0.20220588235294112,0.27665441176470584,0.75
2018/19,UEL,99,2,0.25,516,0.10634328358208955,0.25,0.6,0.35,0.425,0.5
2018/19,UEL,100,4,0.5,514,0.10393258426966293,0.5,0.46875,0.46875,0.4791666666666667,0.6666666666666666
2018/19,UEL,101,6,0.4166666666666667,512,0.10714285714285714,0.41666666666666674,0.532843137254902,0.4495098039215686,0.46213235294117644,0.75
2018/19,UEL,102,4,0.25,514,0.10580524344569288,0.25,0.5972222222222222,0.3472222222222222,0.39814814814814814,0.6666666666666666
2018/19,UEL,103,4,0.5,514,0.10955056179775281,0.5,0.41666666666666663,0.41666666666666663,0.4444444444444444,0.6666666666666666
2018/19,UEL,104,2,0.0,516,0.10727611940298508,0.0,0.46875,-0.03125,0.234375,0.5
2018/19,UEL,105,4,0.25,514,0.10580524344569288,0.25,0.515625,0.265625,0.34375,0.6666666666666666
2018/19,UEL,106,4,0.5,514,0.10393258426966293,0.5,0.5,0.5,0.5,0.6666666666666666
2018/19,UEL,107,2,0.0,516,0.10727611940298508,0.0,0.375,-0.125,0.1875,0.5
2018/19,UEL,108,2,0.5,516,0.10914179104477612,0.5,0.625,0.625,0.5625,0.5
2018/19,UEL,109,4,0.625,514,0.10674157303370786,0.625,0.5178571428571428,0.6428571428571428,0.5952380952380952,0.6666666666666666
2018/19,UEL,110,2,0.25,516,0.1082089552238806,0.25,0.3333333333333333,0.08333333333333337,0.2916666666666667,0.5
2018/19,UEL,111,2,0.25,516,0.1082089552238806,0.25,0.4166666666666667,0.16666666666666669,0.33333333333333337,0.5
2018/19,UEL,112,2,0.25,516,0.10634328358208955,0.25,0.5,0.25,0.375,0.5
2018/19,UEL,113,4,0.375,514,0.10861423220973783,0.375,0.5729166666666667,0.44791666666666674,0.46527777777777785,0.6666666666666666
2018/19,UEL,114,8,0.6875,510,0.10377358490566038,0.6875,0.5807291666666666,0.7682291666666667,0.7145833333333333,0.8
2018/19,UEL,115,6,0.5833333333333334,512,0.10714285714285714,0.5833333333333334,0.5642857142857143,0.6476190476190475,0.6107142857142857,0.75
2018/19,UEL,117,6,0.75,512,0.10902255639097744,0.75,0.6145833333333334,0.8645833333333334,0.7734375,0.75
2018/19,UEL,118,4,0.625,514,0.10861423220973783,0.625,0.6272321428571428,0.7522321428571428,0.6681547619047619,0.6666666666666666
2018/19,UEL,120,8,0.375,510,0.10660377358490565,0.375,0.5564236111111112,0.4314236111111111,0.44513888888888886,0.8
2018/19,UEL,121,6,0.5,512,0.106203007518797,0.5,0.6588235294117647,0.6588235294117647,0.6191176470588236,0.75
2018/19,UEL,122,8,0.5,510,0.10471698113207548,0.5,0.5104166666666666,0.5104166666666667,0.5083333333333334,0.8
2018/19,UEL,123,2,0.25,516,0.1082089552238806,0.25,0.5,0.25000000000000006,0.375,0.5
2018/19,UEL,124,6,0.5,512,0.106203007518797,0.5,0.47222222222222227,0.47222222222222227,0.4791666666666667,0.75
2018/19,UEL,125,4,0.75,514,0.10580524344569288,0.75,0.53125,0.78125,0.6875,0.6666666666666666
2018/19,UEL,126,2,0.25,516,0.10634328358208955,0.25,0.42857142857142855,0.1785714285714285,0.33928571428571425,0.5
2018/19,UEL,127,4,0.625,514,0.10674157303370786,0.625,0.41666666666666663,0.5416666666666667,0.5277777777777778,0.6666666666666666
2018/19,UEL,128,2,0.5,516,0.10914179104477612,0.5,0.4166666666666667,0.4166666666666667,0.45833333333333337,0.5
2018/19,UEL,129,4,0.375,514,0.10674157303370786,0.37499999999999994,0.5357142857142857,0.4107142857142857,0.44047619047619047,0.6666666666666666
2018/19,UEL,130,2,0.5,516,0.10541044776119403,0.5,0.5,0.5,0.5,0.5
2018/19,UEL,131,4,0.625,514,0.10861423220973783,0.625,0.45833333333333337,0.5833333333333334,0.5555555555555556,0.6666666666666666
2018/19,UEL,132,4,0.375,514,0.10486891385767791,0.375,0.46875,0.34375,0.39583333333333337,0.6666666666666666
2018/19,UEL,133,6,0.5833333333333334,512,0.10714285714285714,0.5833333333333334,0.5499999999999999,0.6333333333333334,0.6000000000000001,0.75
2018/19,UEL,134,2,0.5,516,0.10541044776119403,0.5,0.53125,0.53125,0.515625,0.5
2018/19,UEL,135,4,0.5,514,0.10767790262172286,0.5,0.5416666666666666,0.5416666666666666,0.5277777777777778,0.6666666666666666
2018/19,UEL,136,6,0.5,512,0.10808270676691728,0.5,0.5925925925925926,0.5925925925925927,0.5694444444444445,0.75
2018/19,UEL,137,4,0.25,514,0.10767790262172286,0.25,0.6197916666666667,0.36979166666666674,0.41319444444444453,0.6666666666666666
2018/19,UEL,138,12,0.4583333333333333,506,0.10836501901140684,0.4583333333333333,0.5316468253968254,0.4899801587301587,0.49141156462585034,0.8571428571428571
2018/19,UEL,139,6,0.4166666666666667,512,0.10714285714285714,0.4166666666666667,0.4791666666666667,0.3958333333333333,0.421875,0.75
2018/19,UEL,140,2,0.25,516,0.1082089552238806,0.25,0.4166666666666667,0.16666666666666669,0.33333333333333337,0.5
2018/19,UEL,141,4,0.5,514,0.10393258426966293,0.5,0.5625,0.5625,0.5416666666666666,0.6666666666666666
2018/19,UEL,142,2,0.25,516,0.10634328358208955,0.25,0.4166666666666667,0.16666666666666663,0.3333333333333333,0.5
2018/19,UEL,143,4,0.5,514,0.10767790262172286,0.5,0.45833333333333337,0.45833333333333337,0.47222222222222227,0.6666666666666666
2018/19,UEL,144,2,0.25,516,0.1082089552238806,0.25,0.4166666666666667,0.16666666666666669,0.33333333333333337,0.5
2018/19,UEL,145,2,0.0,516,0.10727611940298508,0.0,0.5,0.0,0.25,0.5
2018/19,UEL,146,2,0.25,516,0.10634328358208955,0.25,0.4166666666666667,0.16666666666666663,0.3333333333333333,0.5
2018/19,UEL,147,4,0.5,514,0.10393258426966293,0.5,0.4,0.4,0.43333333333333335,0.6666666666666666
2018/19,UEL,148,2,0.25,516,0.10634328358208955,0.25,0.3333333333333333,0.08333333333333334,0.2916666666666667,0.5
2018/19,UEL,149,2,0.25,516,0.1082089552238806,0.25,0.6,0.35,0.425,0.5
2018/19,UEL,150,2,0.25,516,0.1082089552238806,0.25,0.375,0.125,0.3125,0.5
2018/19,UEL,151,2,0.0,516,0.10727611940298508,0.0,0.6,0.09999999999999998,0.3,0.5
2018/19,UEL,152,2,0.25,516,0.1082089552238806,0.25,0.3333333333333333,0.08333333333333337,0.2916666666666667,0.5
2018/19,UEL,153,2,0.5,516,0.10541044776119403,0.5,0.5,0.5,0.5,0.5
2018/19,UEL,155,2,0.25,516,0.10634328358208955,0.25,0.6,0.35,0.425,0.5
2018/19,UEL,157,4,0.375,514,0.10674157303370786,0.37499999999999994,0.5416666666666667,0.41666666666666674,0.4444444444444445,0.6666666666666666
