max_saturation_count,matches,mean_brier,mean_absolute_probability_error,mean_rating_gap
0,3,0.04939981208190906,0.1761825579058697,118.84754203747532
1,84,0.18816158537577404,0.37247633285090215,272.2362650145391
2,84,0.16740550583506725,0.36750793519568414,225.81187414081847
