season,local_team_id,team_name,country,country_code,club_id,uefa_team_id,uefa_team_name,resolution_method,similarity,runner_up_similarity,identity_status,event_identity_verified
2019/20,234,Barry Town,Wales,WAL,AO-UEFA-53069,53069,Barry,fixture_graph_unique,,,VERIFIED,True
2019/20,235,Cardiff MU,Wales,WAL,AO-UEFA-59337,59337,Cardiff Met,fixture_graph_unique,,,VERIFIED,True
2019/20,236,Connah's Quay,Wales,WAL,AO-UEFA-64275,64275,Connah's Quay,exact_name_country,1.0,,VERIFIED,True
2019/20,237,The New Saints,Wales,WAL,AO-UEFA-60457,60457,The New Saints,exact_name_country,1.0,,VERIFIED,True
2020/21,1,FK Kukësi,Albania,ALB,AO-UEFA-2604186,2604186,Kukës,exact_name_country,1.0,,VERIFIED,True
2020/21,2,KF Laçi,Albania,ALB,AO-UEFA-64111,64111,Laç,exact_name_country,1.0,,VERIFIED,True
2020/21,3,KF Tirana,Albania,ALB,AO-UEFA-50049,50049,Tirana,exact_name_country,1.0,,VERIFIED,True
2020/21,4,Teuta Durrës,Albania,ALB,AO-UEFA-59316,59316,Teuta,fixture_graph_unique,,,VERIFIED,True
2020/21,5,FC Santa Coloma,Andorra,AND,AO-UEFA-62180,62180,FC Santa Coloma,exact_name_country,1.0,,VERIFIED,True
2020/21,6,Inter Club d'Escaldes,Andorra,AND,AO-UEFA-63401,63401,Inter Escaldes,exact_name_country,1.0,,VERIFIED,True
2020/21,7,UE Engordany,Andorra,AND,AO-UEFA-84697,84697,Engordany,exact_name_country,1.0,,VERIFIED,True
2020/21,8,Alashkert FC,Armenia,ARM,AO-UEFA-2605268,2605268,Alashkert,fixture_graph_unique,,,VERIFIED,True
2020/21,9,Ararat-Armenia,Armenia,ARM,AO-UEFA-2610304,2610304,Ararat-Armenia,exact_name_country,1.0,,VERIFIED,True
2020/21,10,FC Noah,Armenia,ARM,AO-UEFA-2609987,2609987,Noah,exact_name_country,1.0,,VERIFIED,True
2020/21,11,Shirak Gyumri,Armenia,ARM,AO-UEFA-59877,59877,Shirak,fixture_graph_unique,,,VERIFIED,True
2020/21,12,FC Salzburg,Austria,AUT,AO-UEFA-50030,50030,Salzburg,exact_name_country,1.0,,VERIFIED,True
2020/21,13,LASK,Austria,AUT,AO-UEFA-63405,63405,LASK,exact_name_country,1.0,,VERIFIED,True
2020/21,14,Rapid Wien,Austria,AUT,AO-UEFA-50042,50042,SK Rapid,exact_name_country,1.0,,VERIFIED,True
2020/21,15,TSV Hartberg,Austria,AUT,AO-UEFA-2601074,2601074,Hartberg,exact_name_country,1.0,,VERIFIED,True
2020/21,16,Wolfsberger AC,Austria,AUT,AO-UEFA-2603990,2603990,Wolfsberger,exact_name_country,1.0,,VERIFIED,True
2020/21,17,Kesla FK,Azerbaijan,AZB,AO-UEFA-74072,74072,Şamaxı,fixture_graph_unique,,,VERIFIED,True
2020/21,18,Neftchi Baku,Azerbaijan,AZB,AO-UEFA-59890,59890,Neftchi,fixture_graph_unique,,,VERIFIED,True
2020/21,19,Qarabag FK,Azerbaijan,AZB,AO-UEFA-60609,60609,Qarabağ,exact_name_country,1.0,,VERIFIED,True
2020/21,20,Sumgayit FK,Azerbaijan,AZB,AO-UEFA-2603921,2603921,Sumqayıt,fixture_graph_unique,,,VERIFIED,True
2020/21,21,BATE Borisov,Belarus,BLS,AO-UEFA-66168,66168,BATE,fixture_graph_unique,,,VERIFIED,True
2020/21,22,Dinamo Minsk,Belarus,BLS,AO-UEFA-50161,50161,Dinamo-Minsk,exact_name_country,1.0,,VERIFIED,True
2020/21,23,Dynamo Brest,Belarus,BLS,AO-UEFA-64374,64374,Dynamo Brest,exact_name_country,1.0,,VERIFIED,True
2020/21,24,Shakhtior Saligorsk,Belarus,BLS,AO-UEFA-64375,64375,Shakhtyor,fixture_graph_unique,,,VERIFIED,True
2020/21,25,AA Gent,Belgium,BEL,AO-UEFA-4608,4608,Gent,fixture_graph_unique,,,VERIFIED,True
2020/21,26,Charleroi,Belgium,BEL,AO-UEFA-52886,52886,Charleroi,exact_name_country,1.0,,VERIFIED,True
2020/21,27,Club Brugge,Belgium,BEL,AO-UEFA-50043,50043,Club Brugge,exact_name_country,1.0,,VERIFIED,True
2020/21,28,Royal Antwerp,Belgium,BEL,AO-UEFA-50113,50113,Antwerp,fixture_graph_unique,,,VERIFIED,True
2020/21,29,Standard Liège,Belgium,BEL,AO-UEFA-52165,52165,Standard Liège,exact_name_country,1.0,,VERIFIED,True
2020/21,30,Borac Banja Luka,Bosnia-Herzegovina,BOS,AO-UEFA-50104,50104,Borac,fixture_graph_unique,,,VERIFIED,True
2020/21,31,FK Sarajevo,Bosnia-Herzegovina,BOS,AO-UEFA-64378,64378,Sarajevo,exact_name_country,1.0,,VERIFIED,True
2020/21,32,Zeljeznicar Sarajevo,Bosnia-Herzegovina,BOS,AO-UEFA-64381,64381,Željezničar,fixture_graph_unique,,,VERIFIED,True
2020/21,33,Zrinjski Mostar,Bosnia-Herzegovina,BOS,AO-UEFA-73390,73390,Zrinjski,fixture_graph_unique,,,VERIFIED,True
2020/21,34,CSKA Sofia,Bulgaria,BUL,AO-UEFA-2608297,2608297,CSKA Sofia,exact_name_country,1.0,,VERIFIED,True
2020/21,35,Lokomotiv Plovdiv,Bulgaria,BUL,AO-UEFA-52369,52369,Lokomotiv Plovdiv,exact_name_country,1.0,,VERIFIED,True
2020/21,36,Ludogorets Razgrad,Bulgaria,BUL,AO-UEFA-2603104,2603104,Ludogorets,fixture_graph_unique,,,VERIFIED,True
2020/21,37,Slavia Sofia,Bulgaria,BUL,AO-UEFA-50117,50117,Slavia Sofia,exact_name_country,1.0,,VERIFIED,True
2020/21,38,Dinamo Zagreb,Croatia,CRO,AO-UEFA-50164,50164,GNK Dinamo,exact_name_country,1.0,,VERIFIED,True
2020/21,39,Hajduk Split,Croatia,CRO,AO-UEFA-52359,52359,Hajduk Split,exact_name_country,1.0,,VERIFIED,True
2020/21,40,Lokomotiva Zagreb,Croatia,CRO,AO-UEFA-2600783,2600783,Lokomotiva Zagreb,exact_name_country,1.0,,VERIFIED,True
2020/21,41,NK Osijek,Croatia,CRO,AO-UEFA-53082,53082,Osijek,exact_name_country,1.0,,VERIFIED,True
2020/21,42,NK Rijeka,Croatia,CRO,AO-UEFA-52356,52356,Rijeka,fixture_graph_unique,,,VERIFIED,True
2020/21,43,APOEL Nicosia,Cyprus,CYP,AO-UEFA-50118,50118,APOEL,fixture_graph_unique,,,VERIFIED,True
2020/21,44,Anorthosis Famagusta,Cyprus,CYP,AO-UEFA-52897,52897,Anorthosis,fixture_graph_unique,,,VERIFIED,True
2020/21,45,Apollon Limassol,Cyprus,CYP,AO-UEFA-52741,52741,Apollon,fixture_graph_unique,,,VERIFIED,True
2020/21,46,Omonia Nicosia,Cyprus,CYP,AO-UEFA-50077,50077,Omonia,fixture_graph_unique,,,VERIFIED,True
2020/21,47,FK Jablonec,Czechia,CZE,AO-UEFA-62169,62169,Jablonec,exact_name_country,1.0,,VERIFIED,True
2020/21,48,Slavia Praha,Czechia,CZE,AO-UEFA-52498,52498,Slavia Praha,exact_name_country,1.0,,VERIFIED,True
2020/21,49,Slovan Liberec,Czechia,CZE,AO-UEFA-64385,64385,Liberec,fixture_graph_unique,,,VERIFIED,True
2020/21,50,Sparta Praha,Czechia,CZE,AO-UEFA-50033,50033,Sparta Praha,exact_name_country,1.0,,VERIFIED,True
2020/21,51,Viktoria Plzen,Czechia,CZE,AO-UEFA-64388,64388,Viktoria Plzeň,exact_name_country,1.0,,VERIFIED,True
2020/21,52,AGF Aarhus,Denmark,DEN,AO-UEFA-50019,50019,Aarhus,exact_name_country,1.0,,VERIFIED,True
2020/21,53,FC København,Denmark,DEN,AO-UEFA-52709,52709,Copenhagen,fixture_graph_unique,,,VERIFIED,True
2020/21,54,FC Midtjylland,Denmark,DEN,AO-UEFA-75795,75795,Midtjylland,exact_name_country,1.0,,VERIFIED,True
2020/21,55,SønderjyskE,Denmark,DEN,AO-UEFA-89694,89694,SønderjyskE,exact_name_country,1.0,,VERIFIED,True
2020/21,56,Arsenal,England,ENG,AO-UEFA-52280,52280,Arsenal,exact_name_country,1.0,,VERIFIED,True
2020/21,57,Chelsea,England,ENG,AO-UEFA-52914,52914,Chelsea,exact_name_country,1.0,,VERIFIED,True
2020/21,58,Leicester City,England,ENG,AO-UEFA-53577,53577,Leicester,fixture_graph_unique,,,VERIFIED,True
2020/21,59,Liverpool,England,ENG,AO-UEFA-7889,7889,Liverpool,exact_name_country,1.0,,VERIFIED,True
2020/21,60,Manchester City,England,ENG,AO-UEFA-52919,52919,Man City,exact_name_country,1.0,,VERIFIED,True
2020/21,61,Manchester United,England,ENG,AO-UEFA-52682,52682,Man Utd,exact_name_country,1.0,,VERIFIED,True
2020/21,62,Tottenham Hotspur,England,ENG,AO-UEFA-1652,1652,Tottenham,exact_name_country,1.0,,VERIFIED,True
2020/21,63,Flora Tallinn,Estonia,EST,AO-UEFA-59341,59341,Flora Tallinn,exact_name_country,1.0,,VERIFIED,True
2020/21,64,Kalju Nomme,Estonia,EST,AO-UEFA-2600371,2600371,Kalju,fixture_graph_unique,,,VERIFIED,True
2020/21,65,Levadia Tallinn,Estonia,EST,AO-UEFA-77482,77482,Levadia Tallinn,exact_name_country,1.0,,VERIFIED,True
2020/21,66,Paide Linnameeskond,Estonia,EST,AO-UEFA-2600598,2600598,Paide,exact_name_country,1.0,,VERIFIED,True
2020/21,67,B36 Torshavn,Faroe Islands,FAR,AO-UEFA-57476,57476,B36 Tórshavn,exact_name_country,1.0,,VERIFIED,True
2020/21,68,HB Torshavn,Faroe Islands,FAR,AO-UEFA-59025,59025,H. Bóltfelag,fixture_graph_unique,,,VERIFIED,True
2020/21,69,KI Klaksvik,Faroe Islands,FAR,AO-UEFA-57475,57475,Klaksvík,exact_name_country,1.0,,VERIFIED,True
2020/21,70,NSI Runavik,Faroe Islands,FAR,AO-UEFA-64150,64150,Runavík,exact_name_country,1.0,,VERIFIED,True
2020/21,71,Honka Espoo,Finland,FIN,AO-UEFA-91760,91760,Honka,fixture_graph_unique,,,VERIFIED,True
2020/21,72,Ilves Tampere,Finland,FIN,AO-UEFA-2602511,2602511,Ilves,exact_name_country,1.0,,VERIFIED,True
2020/21,73,Inter Turku,Finland,FIN,AO-UEFA-64161,64161,Inter Turku,exact_name_country,1.0,,VERIFIED,True
2020/21,74,KuPS Kuopio,Finland,FIN,AO-UEFA-52350,52350,KuPS Kuopio,exact_name_country,1.0,,VERIFIED,True
2020/21,75,Lille OSC,France,FRA,AO-UEFA-75797,75797,Lille,fixture_graph_unique,,,VERIFIED,True
2020/21,76,OGC Nice,France,FRA,AO-UEFA-52355,52355,Nice,exact_name_country,1.0,,VERIFIED,True
2020/21,77,Olympique Marseille,France,FRA,AO-UEFA-52748,52748,Marseille,fixture_graph_unique,,,VERIFIED,True
2020/21,78,Paris Saint-Germain,France,FRA,AO-UEFA-52747,52747,Paris,exact_name_country,1.0,,VERIFIED,True
2020/21,79,Stade Rennais,France,FRA,AO-UEFA-55031,55031,Rennes,fixture_graph_unique,,,VERIFIED,True
2020/21,80,Stade de Reims,France,FRA,AO-UEFA-64165,64165,Reims,exact_name_country,1.0,,VERIFIED,True
2020/21,81,Dinamo Batumi,Georgia,GEO,AO-UEFA-59885,59885,Dinamo Batumi,exact_name_country,1.0,,VERIFIED,True
2020/21,82,Dinamo Tbilisi,Georgia,GEO,AO-UEFA-52705,52705,Dinamo Tbilisi,exact_name_country,1.0,,VERIFIED,True
2020/21,83,Lokomotivi Tbilisi,Georgia,GEO,AO-UEFA-64325,64325,Locomotive Tbilisi,fixture_graph_unique,,,VERIFIED,True
2020/21,84,Saburtalo Tbilisi,Georgia,GEO,AO-UEFA-2605905,2605905,Iberia Tbilisi,fixture_graph_unique,,,VERIFIED,True
2020/21,85,1899 Hoffenheim,Germany,GER,AO-UEFA-2600431,2600431,Hoffenheim,fixture_graph_unique,,,VERIFIED,True
2020/21,86,Bayer Leverkusen,Germany,GER,AO-UEFA-50109,50109,Leverkusen,fixture_graph_unique,,,VERIFIED,True
2020/21,87,Bayern München,Germany,GER,AO-UEFA-50037,50037,Bayern München,exact_name_country,1.0,,VERIFIED,True
2020/21,88,Borussia Dortmund,Germany,GER,AO-UEFA-52758,52758,B. Dortmund,exact_name_country,1.0,,VERIFIED,True
2020/21,89,Borussia Mönchengladbach,Germany,GER,AO-UEFA-52757,52757,Mönchengladbach,exact_name_country,1.0,,VERIFIED,True
2020/21,90,RB Leipzig,Germany,GER,AO-UEFA-2603790,2603790,Leipzig,exact_name_country,1.0,,VERIFIED,True
2020/21,91,VfL Wolfsburg,Germany,GER,AO-UEFA-64332,64332,Wolfsburg,exact_name_country,1.0,,VERIFIED,True
2020/21,92,Europa FC,Gibraltar,GIB,AO-UEFA-2606416,2606416,Europa,exact_name_country,1.0,,VERIFIED,True
2020/21,93,Lincoln Red Imps,Gibraltar,GIB,AO-UEFA-2605572,2605572,L. Red Imps,exact_name_country,1.0,,VERIFIED,True
2020/21,94,St Joseph's FC,Gibraltar,GIB,AO-UEFA-2605575,2605575,St Joseph's,exact_name_country,1.0,,VERIFIED,True
2020/21,95,AEK Athens,Greece,GRE,AO-UEFA-50129,50129,AEK Athens,exact_name_country,1.0,,VERIFIED,True
2020/21,96,Aris Thessaloniki,Greece,GRE,AO-UEFA-52949,52949,Aris T.,fixture_graph_unique,,,VERIFIED,True
2020/21,97,OFI Heraklion,Greece,GRE,AO-UEFA-52953,52953,OFI Crete,fixture_graph_unique,,,VERIFIED,True
2020/21,98,Olympiakos Piraeus,Greece,GRE,AO-UEFA-2610,2610,Olympiacos,fixture_graph_unique,,,VERIFIED,True
2020/21,99,PAOK Thessaloniki,Greece,GRE,AO-UEFA-50130,50130,PAOK,fixture_graph_unique,,,VERIFIED,True
2020/21,100,FC Fehérvár,Hungary,HUN,AO-UEFA-52288,52288,Fehérvár,fixture_graph_unique,,,VERIFIED,True
2020/21,101,Ferencváros,Hungary,HUN,AO-UEFA-52298,52298,Ferencváros,exact_name_country,1.0,,VERIFIED,True
2020/21,102,Honvéd Budapest,Hungary,HUN,AO-UEFA-50054,50054,Honvéd,fixture_graph_unique,,,VERIFIED,True
2020/21,103,Puskás Akadémia,Hungary,HUN,AO-UEFA-2605472,2605472,Puskás Akadémia,exact_name_country,1.0,,VERIFIED,True
2020/21,104,Breidablik,Iceland,ISL,AO-UEFA-71235,71235,Breiðablik,exact_name_country,1.0,,VERIFIED,True
2020/21,105,FH Hafnarfjardar,Iceland,ISL,AO-UEFA-59329,59329,FH,fixture_graph_unique,,,VERIFIED,True
2020/21,106,KR Reykjavik,Iceland,ISL,AO-UEFA-52307,52307,KR,exact_name_country,1.0,,VERIFIED,True
2020/21,107,Vikingur Reykjavik,Iceland,ISL,AO-UEFA-52697,52697,Víkingur R.,exact_name_country,1.0,,VERIFIED,True
2020/21,108,Bohemians Dublin,Ireland,IRL,AO-UEFA-52375,52375,Bohemians,fixture_graph_unique,,,VERIFIED,True
2020/21,109,Derry City,Ireland,IRL,AO-UEFA-50086,50086,Derry,fixture_graph_unique,,,VERIFIED,True
2020/21,110,Dundalk,Ireland,IRL,AO-UEFA-50055,50055,Dundalk,exact_name_country,1.0,,VERIFIED,True
2020/21,111,Shamrock Rovers,Ireland,IRL,AO-UEFA-52381,52381,Shamrock Rovers,exact_name_country,1.0,,VERIFIED,True
2020/21,112,Beitar Jerusalem,Israel,ISR,AO-UEFA-59034,59034,Beitar,fixture_graph_unique,,,VERIFIED,True
2020/21,113,Hapoel Beer-Sheva,Israel,ISR,AO-UEFA-59340,59340,H. Beer-Sheva,fixture_graph_unique,,,VERIFIED,True
2020/21,114,Maccabi Haifa,Israel,ISR,AO-UEFA-59045,59045,Maccabi Haifa,exact_name_country,1.0,,VERIFIED,True
2020/21,115,Maccabi Tel-Aviv,Israel,ISR,AO-UEFA-57477,57477,M. Tel-Aviv,fixture_graph_unique,,,VERIFIED,True
2020/21,116,AC Milan,Italy,ITA,AO-UEFA-50058,50058,Milan,exact_name_country,1.0,,VERIFIED,True
2020/21,117,AS Roma,Italy,ITA,AO-UEFA-50137,50137,Roma,exact_name_country,1.0,,VERIFIED,True
2020/21,118,Atalanta,Italy,ITA,AO-UEFA-52816,52816,Atalanta,exact_name_country,1.0,,VERIFIED,True
2020/21,119,Internazionale,Italy,ITA,AO-UEFA-50138,50138,Inter,fixture_graph_unique,,,VERIFIED,True
2020/21,120,Juventus,Italy,ITA,AO-UEFA-50139,50139,Juventus,exact_name_country,1.0,,VERIFIED,True
2020/21,121,Lazio,Italy,ITA,AO-UEFA-52973,52973,Lazio,exact_name_country,1.0,,VERIFIED,True
2020/21,122,Napoli,Italy,ITA,AO-UEFA-50136,50136,Napoli,exact_name_country,1.0,,VERIFIED,True
2020/21,123,FK Astana,Kazakhstan,KAZ,AO-UEFA-2600605,2600605,Astana,fixture_graph_unique,,,VERIFIED,True
2020/21,124,Kairat Almaty,Kazakhstan,KAZ,AO-UEFA-79970,79970,Kairat Almaty,exact_name_country,1.0,,VERIFIED,True
2020/21,125,Kaysar Kyzylorda,Kazakhstan,KAZ,AO-UEFA-79971,79971,Kaysar,fixture_graph_unique,,,VERIFIED,True
2020/21,126,Ordabasy Shymkent,Kazakhstan,KAZ,AO-UEFA-82825,82825,Ordabasy,fixture_graph_unique,,,VERIFIED,True
2020/21,127,FC Drita,Kosovo,KOS,AO-UEFA-2608290,2608290,Drita,exact_name_country,1.0,,VERIFIED,True
2020/21,128,FC Prishtina,Kosovo,KOS,AO-UEFA-2608287,2608287,Prishtina,exact_name_country,1.0,,VERIFIED,True
2020/21,129,SC Gjilani,Kosovo,KOS,AO-UEFA-2608285,2608285,Gjilani,exact_name_country,1.0,,VERIFIED,True
2020/21,130,FK Ventspils,Latvia,LAT,AO-UEFA-64359,64359,Ventspils,exact_name_country,1.0,,VERIFIED,True
2020/21,131,RFS Riga,Latvia,LAT,AO-UEFA-2609104,2609104,RFS,fixture_graph_unique,,,VERIFIED,True
2020/21,132,Riga FC,Latvia,LAT,AO-UEFA-2607924,2607924,Riga,exact_name_country,1.0,,VERIFIED,True
2020/21,133,Valmieras FK,Latvia,LAT,AO-UEFA-2602920,2602920,Valmiera,fixture_graph_unique,,,VERIFIED,True
2020/21,134,FC Vaduz,Liechtenstein,LIE,AO-UEFA-57482,57482,Vaduz,exact_name_country,1.0,,VERIFIED,True
2020/21,135,FK Riteriai,Lithuania,LIT,AO-UEFA-2606168,2606168,Riteriai,exact_name_country,1.0,,VERIFIED,True
2020/21,136,Kauno Zalgiris,Lithuania,LIT,AO-UEFA-2605907,2605907,Kauno Žalgiris,exact_name_country,1.0,,VERIFIED,True
2020/21,137,Suduva Marijampole,Lithuania,LIT,AO-UEFA-79557,79557,Sūduva,fixture_graph_unique,,,VERIFIED,True
2020/21,138,Zalgiris Vilnius,Lithuania,LIT,AO-UEFA-2602334,2602334,Žalgiris,fixture_graph_unique,,,VERIFIED,True
2020/21,139,CS Fola Esch,Luxembourg,LUX,AO-UEFA-7607,7607,Fola,exact_name_country,1.0,,VERIFIED,True
2020/21,140,Differdange 03,Luxembourg,LUX,AO-UEFA-52309,52309,Differdange,fixture_graph_unique,,,VERIFIED,True
2020/21,141,Progrès Niederkorn,Luxembourg,LUX,AO-UEFA-52311,52311,Progrès,fixture_graph_unique,,,VERIFIED,True
2020/21,142,Union Titus Pétange,Luxembourg,LUX,AO-UEFA-2607630,2607630,Union Titus Petange,exact_name_country,1.0,,VERIFIED,True
2020/21,143,Floriana,Malta,MLT,AO-UEFA-50092,50092,Floriana,exact_name_country,1.0,,VERIFIED,True
2020/21,144,Hibernians FC,Malta,MLT,AO-UEFA-52640,52640,Hibernians,exact_name_country,1.0,,VERIFIED,True
2020/21,145,Sirens FC,Malta,MLT,AO-UEFA-2606175,2606175,Sirens,exact_name_country,1.0,,VERIFIED,True
2020/21,146,Valletta FC,Malta,MLT,AO-UEFA-52641,52641,Valletta,exact_name_country,1.0,,VERIFIED,True
2020/21,147,Dinamo-Auto Tiraspol,Moldova,MOL,AO-UEFA-2603729,2603729,Dinamo-Auto,fixture_graph_unique,,,VERIFIED,True
2020/21,148,Petrocub Hîncesti,Moldova,MOL,AO-UEFA-2607112,2607112,Petrocub,fixture_graph_unique,,,VERIFIED,True
2020/21,149,Sfântul Gheorghe,Moldova,MOL,AO-UEFA-2600716,2600716,FCSG,fixture_graph_unique,,,VERIFIED,True
2020/21,150,Sheriff Tiraspol,Moldova,MOL,AO-UEFA-69606,69606,Sheriff,fixture_graph_unique,,,VERIFIED,True
2020/21,151,Buducnost Podgorica,Montenegro,MON,AO-UEFA-53078,53078,Budućnost,fixture_graph_unique,,,VERIFIED,True
2020/21,152,Iskra Danilovgrad,Montenegro,MON,AO-UEFA-2602858,2602858,Iskra,fixture_graph_unique,,,VERIFIED,True
2020/21,153,Sutjeska Niksic,Montenegro,MON,AO-UEFA-73936,73936,Sutjeska,fixture_graph_unique,,,VERIFIED,True
2020/21,154,Zeta Golubovci,Montenegro,MON,AO-UEFA-75834,75834,Zeta,fixture_graph_unique,,,VERIFIED,True
2020/21,155,AZ Alkmaar,Netherlands,NED,AO-UEFA-52327,52327,AZ Alkmaar,exact_name_country,1.0,,VERIFIED,True
2020/21,156,Ajax,Netherlands,NED,AO-UEFA-50143,50143,Ajax,exact_name_country,1.0,,VERIFIED,True
2020/21,157,Feyenoord,Netherlands,NED,AO-UEFA-52749,52749,Feyenoord,exact_name_country,1.0,,VERIFIED,True
2020/21,158,PSV Eindhoven,Netherlands,NED,AO-UEFA-50062,50062,PSV,exact_name_country,1.0,,VERIFIED,True
2020/21,159,Willem II Tilburg,Netherlands,NED,AO-UEFA-52987,52987,Willem II,fixture_graph_unique,,,VERIFIED,True
2020/21,160,FK Shkupi,North Macedonia,MAC,AO-UEFA-2606993,2606993,Shkupi,fixture_graph_unique,,,VERIFIED,True
2020/21,161,Renova Dzepciste,North Macedonia,MAC,AO-UEFA-89708,89708,Renova,fixture_graph_unique,,,VERIFIED,True
2020/21,162,Shkendija Tetovo,North Macedonia,MAC,AO-UEFA-75807,75807,Shkëndija,fixture_graph_unique,,,VERIFIED,True
2020/21,163,Sileks Kratovo,North Macedonia,MAC,AO-UEFA-59871,59871,Sileks,fixture_graph_unique,,,VERIFIED,True
2020/21,164,Coleraine,Northern Ireland,NIR,AO-UEFA-52377,52377,Coleraine,exact_name_country,1.0,,VERIFIED,True
2020/21,165,Glentoran,Northern Ireland,NIR,AO-UEFA-50056,50056,Glentoran,exact_name_country,1.0,,VERIFIED,True
2020/21,166,Linfield Belfast,Northern Ireland,NIR,AO-UEFA-50134,50134,Linfield,fixture_graph_unique,,,VERIFIED,True
2020/21,167,Bodø/Glimt,Norway,NOR,AO-UEFA-59333,59333,Bodø/Glimt,exact_name_country,1.0,,VERIFIED,True
2020/21,168,Molde FK,Norway,NOR,AO-UEFA-50142,50142,Molde,exact_name_country,1.0,,VERIFIED,True
2020/21,169,Rosenborg BK,Norway,NOR,AO-UEFA-52806,52806,Rosenborg,exact_name_country,1.0,,VERIFIED,True
2020/21,170,Viking Stavanger,Norway,NOR,AO-UEFA-52319,52319,Viking,fixture_graph_unique,,,VERIFIED,True
2020/21,171,Cracovia Kraków,Poland,POL,AO-UEFA-88133,88133,Cracovia,fixture_graph_unique,,,VERIFIED,True
2020/21,172,Lech Poznan,Poland,POL,AO-UEFA-64227,64227,Lech Poznań,exact_name_country,1.0,,VERIFIED,True
2020/21,173,Legia Warsaw,Poland,POL,AO-UEFA-50146,50146,Legia Warszawa,fixture_graph_unique,,,VERIFIED,True
2020/21,174,Piast Gliwice,Poland,POL,AO-UEFA-2600545,2600545,Piast,exact_name_country,1.0,,VERIFIED,True
2020/21,175,Benfica,Portugal,POR,AO-UEFA-50147,50147,Benfica,exact_name_country,1.0,,VERIFIED,True
2020/21,176,FC Porto,Portugal,POR,AO-UEFA-50064,50064,Porto,exact_name_country,1.0,,VERIFIED,True
2020/21,177,Rio Ave,Portugal,POR,AO-UEFA-64237,64237,Rio Ave,exact_name_country,1.0,,VERIFIED,True
2020/21,178,Sporting Braga,Portugal,POR,AO-UEFA-52336,52336,Braga,fixture_graph_unique,,,VERIFIED,True
2020/21,179,Sporting CP Lisbon,Portugal,POR,AO-UEFA-50149,50149,Sporting CP,fixture_graph_unique,,,VERIFIED,True
2020/21,180,CFR Cluj,Romania,ROM,AO-UEFA-88131,88131,CFR Cluj,exact_name_country,1.0,,VERIFIED,True
2020/21,181,FC Botosani,Romania,ROM,AO-UEFA-2605104,2605104,Botoşani,exact_name_country,1.0,,VERIFIED,True
2020/21,182,FCSB,Romania,ROM,AO-UEFA-50065,50065,FCSB,exact_name_country,1.0,,VERIFIED,True
2020/21,183,Universitatea Craiova,Romania,ROM,AO-UEFA-2606501,2606501,U. Craiova,exact_name_country,1.0,,VERIFIED,True
2020/21,184,CSKA Moscow,Russia,RUS,AO-UEFA-54266,54266,CSKA Moskva,fixture_graph_unique,,,VERIFIED,True
2020/21,185,Dinamo Moscow,Russia,RUS,AO-UEFA-52704,52704,Dynamo Moscow,fixture_graph_unique,,,VERIFIED,True
2020/21,186,FK Krasnodar,Russia,RUS,AO-UEFA-2601038,2601038,Krasnodar,fixture_graph_unique,,,VERIFIED,True
2020/21,187,FK Rostov,Russia,RUS,AO-UEFA-64500,64500,Rostov,fixture_graph_unique,,,VERIFIED,True
2020/21,188,Lokomotiv Moscow,Russia,RUS,AO-UEFA-53065,53065,Lokomotiv Moskva,fixture_graph_unique,,,VERIFIED,True
2020/21,189,Zenit St. Petersburg,Russia,RUS,AO-UEFA-52826,52826,Zenit,fixture_graph_unique,,,VERIFIED,True
2020/21,190,La Fiorita,San Marino,SMA,AO-UEFA-64508,64508,La Fiorita,exact_name_country,1.0,,VERIFIED,True
2020/21,191,Tre Fiori,San Marino,SMA,AO-UEFA-64514,64514,Tre Fiori,exact_name_country,1.0,,VERIFIED,True
2020/21,192,Tre Penne,San Marino,SMA,AO-UEFA-64515,64515,Tre Penne,exact_name_country,1.0,,VERIFIED,True
2020/21,193,Aberdeen,Scotland,SCO,AO-UEFA-50122,50122,Aberdeen,exact_name_country,1.0,,VERIFIED,True
2020/21,194,Celtic,Scotland,SCO,AO-UEFA-50050,50050,Celtic,exact_name_country,1.0,,VERIFIED,True
2020/21,195,Glasgow Rangers,Scotland,SCO,AO-UEFA-50121,50121,Rangers,fixture_graph_unique,,,VERIFIED,True
2020/21,196,Motherwell,Scotland,SCO,AO-UEFA-53035,53035,Motherwell,exact_name_country,1.0,,VERIFIED,True
2020/21,197,Partizan Belgrade,Serbia,SRB,AO-UEFA-50162,50162,Partizan,fixture_graph_unique,,,VERIFIED,True
2020/21,198,Red Star Belgrade,Serbia,SRB,AO-UEFA-50069,50069,Crvena Zvezda,fixture_graph_unique,,,VERIFIED,True
2020/21,199,TSC Backa Topola,Serbia,SRB,AO-UEFA-2610140,2610140,TSC,fixture_graph_unique,,,VERIFIED,True
2020/21,200,Vojvodina Novi Sad,Serbia,SRB,AO-UEFA-52810,52810,Vojvodina,fixture_graph_unique,,,VERIFIED,True
2020/21,201,DAC Dunajska Streda,Slovakia,SVK,AO-UEFA-50156,50156,DAC 1904,fixture_graph_unique,,,VERIFIED,True
2020/21,202,MFK Ruzomberok,Slovakia,SVK,AO-UEFA-64319,64319,Ružomberok,exact_name_country,1.0,,VERIFIED,True
2020/21,203,MSK Zilina,Slovakia,SVK,AO-UEFA-61601,61601,Žilina,exact_name_country,1.0,,VERIFIED,True
2020/21,204,Slovan Bratislava,Slovakia,SVK,AO-UEFA-52797,52797,S. Bratislava,exact_name_country,1.0,,VERIFIED,True
