arm,matches,exact_score_nll,total_goals_error,over_2_5_brier,btts_brier,exact_score_nll_vs_baseline,total_goals_error_vs_baseline,over_2_5_brier_vs_baseline,btts_brier_vs_baseline
DOMESTIC_AD,3528,3.023138468930401,1.3846618904725685,0.24624948798185964,0.2497324520329999,0.0,0.0,0.0,0.0
DOMESTIC_AD_GOALS_FORM,3528,3.023492660418661,1.385219938988929,0.24672845885634956,0.24934697457328964,0.0003541914882601027,0.0005580485163605431,0.00047897087448992015,-0.00038547745971026504
DOMESTIC_AD_XG_FORM,3528,3.020817722500276,1.3818909914753368,0.24595114521582712,0.24932998746444043,-0.0023207464301249203,-0.0027708989972317077,-0.0002983427660325222,-0.00040246456855946855
