arm,reference,segment,metric,method,matches,clusters,mean_difference,ci_95_lower,ci_95_upper,reliable_improvement,reliable_harm
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_PRESENT,over_2_5_brier,team_season,2074,437,-0.0005924597828045472,-0.0012680859086467427,4.746228041513854e-05,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_PRESENT,over_2_5_brier,calendar_month,2074,43,-0.0005924597828045472,-0.001734313310702179,0.000503737639493819,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_PRESENT,over_2_5_brier,conservative_envelope,2074,,-0.0005924597828045472,-0.001734313310702179,0.000503737639493819,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,exact_score_nll,tie_or_match,1454,751,0.0023785627679243416,-0.00044435488202048355,0.0053732435376057965,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,exact_score_nll,team_season,1454,741,0.0023785627679243416,0.0001627279333610775,0.004428755400489199,False,True
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,exact_score_nll,calendar_month,1454,16,0.0023785627679243416,-0.0012258548279310175,0.006156271838287894,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,exact_score_nll,conservative_envelope,1454,,0.0023785627679243416,-0.0012258548279310175,0.006156271838287894,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,over_2_5_brier,tie_or_match,1454,751,0.00012118865954181444,-0.0006785342325308943,0.0009176286392113934,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,over_2_5_brier,team_season,1454,741,0.00012118865954181444,-0.0004444021236531446,0.0007082090362606029,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,over_2_5_brier,calendar_month,1454,16,0.00012118865954181444,-0.0008514527627515974,0.0012584110079308809,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD,XG_ABSENT,over_2_5_brier,conservative_envelope,1454,,0.00012118865954181444,-0.0008514527627515974,0.0012584110079308809,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,exact_score_nll,tie_or_match,3528,2457,-0.002674937918384758,-0.0052177463492744805,-3.150143336096788e-06,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,exact_score_nll,team_season,3528,939,-0.002674937918384758,-0.004454027654253618,-0.0009402400189749158,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,exact_score_nll,calendar_month,3528,45,-0.002674937918384758,-0.0062271542756642635,0.0004851396717433217,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,exact_score_nll,conservative_envelope,3528,,-0.002674937918384758,-0.0062271542756642635,0.0004851396717433217,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,over_2_5_brier,tie_or_match,3528,2457,-0.0007773136405224153,-0.0015440328422776958,4.302642728549616e-05,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,over_2_5_brier,team_season,3528,939,-0.0007773136405224153,-0.0013185607532147077,-0.00022306908757246003,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,over_2_5_brier,calendar_month,3528,45,-0.0007773136405224153,-0.001646789781957422,8.648091671611574e-05,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,ALL,over_2_5_brier,conservative_envelope,3528,,-0.0007773136405224153,-0.001646789781957422,8.648091671611574e-05,False,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,exact_score_nll,tie_or_match,1876,1628,-0.00602223573343599,-0.009569600209781842,-0.00253430786820286,True,False
DOMESTIC_AD_XG_FORM,DOMESTIC_AD_GOALS_FORM,PHASE:MAIN,exact_score_nll,team_season,1876,408,-0.00602223573343599,-0.008405532059916837,-0.003661372739452549,True,False
